,sample,study,project,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth Rate (1/hr),Isolate Type,Additional Details,project_reference,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,doi,GEO,SRX,Run,R1,R2,contact,creator,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,run_date,n_replicates,,,,,,,
p1k_00338,oxyR__oxyR_ale20__2,OxyR ALE,oxyR,oxyR_ale20,2,Escherichia coli OxyR.20.40,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,Clonal,,p1k_00317,p1k_00318,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1093/molbev/msz251,GSE135516,SRX6668335,SRR9919245,s3://precise-db/raw_data/oxyR/PAL052_S52_L001_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL052_S52_L002_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL052_S52_L003_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL052_S52_L004_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL052_S52_L001_R2_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL052_S52_L002_R2_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL052_S52_L003_R2_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL052_S52_L004_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,True,True,True,True,oxyR:oxyR_ale20,True,True,3/8/19,2
p1k_00339,oxyR__oxyR_ale20_h2o2__1,OxyR ALE,oxyR,oxyR_ale20_h2o2,1,Escherichia coli OxyR.20.40,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,H2O2(2mM),,,Clonal,,p1k_00317,p1k_00318,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1093/molbev/msz251,GSE135516,SRX6668336,SRR9919246,s3://precise-db/raw_data/oxyR/PAL053_S53_L001_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL053_S53_L002_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL053_S53_L003_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL053_S53_L004_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL053_S53_L001_R2_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL053_S53_L002_R2_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL053_S53_L003_R2_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL053_S53_L004_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,True,True,True,True,oxyR:oxyR_ale20_h2o2,True,True,3/8/19,2
p1k_00340,oxyR__oxyR_ale20_h2o2__2,OxyR ALE,oxyR,oxyR_ale20_h2o2,2,Escherichia coli OxyR.20.40,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,H2O2(2mM),,,Clonal,,p1k_00317,p1k_00318,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1093/molbev/msz251,GSE135516,SRX6668337,SRR9919247,s3://precise-db/raw_data/oxyR/PAL054_S54_L001_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL054_S54_L002_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL054_S54_L003_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL054_S54_L004_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL054_S54_L001_R2_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL054_S54_L002_R2_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL054_S54_L003_R2_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL054_S54_L004_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,True,True,True,True,oxyR:oxyR_ale20_h2o2,True,True,3/8/19,2
p1k_00341,svns_pgi__BmePgi24_15__1,SvNS PGI,svns_pgi,BmePgi24_15,1,Escherichia coli BmePgi 24.15,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00001,p1k_00002,NextSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_BmePgi24_15R1_S46_R1_001.fastq.gz,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_BmePgi24_15R1_S46_R2_001.fastq.gz,Troy Sandberg,Troy Sandberg,True,True,True,True,svns_pgi:BmePgi24_15,True,True,4/5/19,2,,,,,,
p1k_00342,svns_pgi__BmePgi24_15__2,SvNS PGI,svns_pgi,BmePgi24_15,2,Escherichia coli BmePgi 24.15,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00001,p1k_00002,NextSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_BmePgi24_15R2_S47_R1_001.fastq.gz,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_BmePgi24_15R2_S47_R2_001.fastq.gz,Troy Sandberg,Troy Sandberg,True,True,True,True,svns_pgi:BmePgi24_15,True,True,4/5/19,2,,,,,,
p1k_00343,svns_pgi__BmePgi24_26__1,SvNS PGI,svns_pgi,BmePgi24_26,1,Escherichia coli BmePgi 24.26,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00001,p1k_00002,NextSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_BmePgi24_26R1_S48_R1_001.fastq.gz,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_BmePgi24_26R1_S48_R2_001.fastq.gz,Troy Sandberg,Troy Sandberg,True,True,True,True,svns_pgi:BmePgi24_26,True,True,4/5/19,2,,,,,,
p1k_00344,svns_pgi__BmePgi24_26__2,SvNS PGI,svns_pgi,BmePgi24_26,2,Escherichia coli BmePgi 24.26,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00001,p1k_00002,NextSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_BmePgi24_26R2_S49_R1_001.fastq.gz,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_BmePgi24_26R2_S49_R2_001.fastq.gz,Troy Sandberg,Troy Sandberg,True,True,True,True,svns_pgi:BmePgi24_26,True,True,4/5/19,2,,,,,,
p1k_00345,svns_pgi__BmePgi24_41__1,SvNS PGI,svns_pgi,BmePgi24_41,1,Escherichia coli BmePgi 24.41,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00001,p1k_00002,NextSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_BmePgi24_41R1_S50_R1_001.fastq.gz,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_BmePgi24_41R1_S50_R2_001.fastq.gz,Troy Sandberg,Troy Sandberg,True,True,True,True,svns_pgi:BmePgi24_41,True,True,4/5/19,2,,,,,,
p1k_00346,svns_pgi__BmePgi24_41__2,SvNS PGI,svns_pgi,BmePgi24_41,2,Escherichia coli BmePgi 24.41,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00001,p1k_00002,NextSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_BmePgi24_41R2_S51_R1_001.fastq.gz,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_BmePgi24_41R2_S51_R2_001.fastq.gz,Troy Sandberg,Troy Sandberg,True,True,True,True,svns_pgi:BmePgi24_41,True,True,4/5/19,2,,,,,,
p1k_00347,svns_pgi__BmePgi24_52__1,SvNS PGI,svns_pgi,BmePgi24_52,1,Escherichia coli BmePgi 24.52,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00001,p1k_00002,NextSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_BmePgi24_52R1_S52_R1_001.fastq.gz,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_BmePgi24_52R1_S52_R2_001.fastq.gz,Troy Sandberg,Troy Sandberg,True,True,True,True,svns_pgi:BmePgi24_52,True,True,4/5/19,2,,,,,,
p1k_00348,svns_pgi__BmePgi24_52__2,SvNS PGI,svns_pgi,BmePgi24_52,2,Escherichia coli BmePgi 24.52,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00001,p1k_00002,NextSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_BmePgi24_52R2_S53_R1_001.fastq.gz,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_BmePgi24_52R2_S53_R2_001.fastq.gz,Troy Sandberg,Troy Sandberg,True,True,True,True,svns_pgi:BmePgi24_52,True,True,4/5/19,2,,,,,,
p1k_00349,svns_pgi__PaePgi2_34__1,SvNS PGI,svns_pgi,PaePgi2_34,1,Escherichia coli PaePgi 2.34,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00001,p1k_00002,NextSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_PaePgi234R1_S7_R1_001.fastq.gz,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_PaePgi234R1_S7_R2_001.fastq.gz,Troy Sandberg,Troy Sandberg,True,True,True,True,svns_pgi:PaePgi2_34,True,True,5/9/19,2,,,,,,
p1k_00350,svns_pgi__PaePgi2_34__2,SvNS PGI,svns_pgi,PaePgi2_34,2,Escherichia coli PaePgi 2.34,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00001,p1k_00002,NextSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_PaePgi234R2_S8_R1_001.fastq.gz,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_PaePgi234R2_S8_R2_001.fastq.gz,Troy Sandberg,Troy Sandberg,True,True,True,True,svns_pgi:PaePgi2_34,True,True,5/9/19,2,,,,,,
p1k_00351,svns_pgi__PaePgi2_63__1,SvNS PGI,svns_pgi,PaePgi2_63,1,Escherichia coli PaePgi 2.63,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00001,p1k_00002,NextSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_PaePgi263R1_S9_R1_001.fastq.gz,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_PaePgi263R1_S9_R2_001.fastq.gz,Troy Sandberg,Troy Sandberg,True,True,True,True,svns_pgi:PaePgi2_63,True,True,5/9/19,2,,,,,,
p1k_00352,svns_pgi__PaePgi2_63__2,SvNS PGI,svns_pgi,PaePgi2_63,2,Escherichia coli PaePgi 2.63,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00001,p1k_00002,NextSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_PaePgi263R2_S10_R1_001.fastq.gz,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_PaePgi263R2_S10_R2_001.fastq.gz,Troy Sandberg,Troy Sandberg,True,True,True,True,svns_pgi:PaePgi2_63,True,True,5/9/19,2,,,,,,
p1k_00353,svns_pgi__PaePgi24_54__1,SvNS PGI,svns_pgi,PaePgi24_54,1,Escherichia coli PaePgi 24.54,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00001,p1k_00002,NextSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_PaePgi2454R1_S11_R1_001.fastq.gz,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_PaePgi2454R1_S11_R2_001.fastq.gz,Troy Sandberg,Troy Sandberg,True,True,True,True,svns_pgi:PaePgi24_54,True,True,5/9/19,2,,,,,,
p1k_00354,svns_pgi__PaePgi24_54__2,SvNS PGI,svns_pgi,PaePgi24_54,2,Escherichia coli PaePgi 24.54,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00001,p1k_00002,NextSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_PaePgi2454R2_S12_R1_001.fastq.gz,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_PaePgi2454R2_S12_R2_001.fastq.gz,Troy Sandberg,Troy Sandberg,True,True,True,True,svns_pgi:PaePgi24_54,True,True,5/9/19,2,,,,,,
p1k_00355,svns_pgi__PaePgi24_90__1,SvNS PGI,svns_pgi,PaePgi24_90,1,Escherichia coli PaePgi 24.90,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00001,p1k_00002,NextSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_PaePgi2490R1_S13_R1_001.fastq.gz,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_PaePgi2490R1_S13_R2_001.fastq.gz,Troy Sandberg,Troy Sandberg,True,True,True,True,svns_pgi:PaePgi24_90,True,True,5/9/19,2,,,,,,
p1k_00356,svns_pgi__PaePgi24_90__2,SvNS PGI,svns_pgi,PaePgi24_90,2,Escherichia coli PaePgi 24.90,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00001,p1k_00002,NextSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_PaePgi2490R2_S14_R1_001.fastq.gz,s3://precise-db/raw_data/svns_pgi/SvNS_HRS_PaePgi2490R2_S14_R2_001.fastq.gz,Troy Sandberg,Troy Sandberg,True,True,True,True,svns_pgi:PaePgi24_90,True,True,5/9/19,2,,,,,,
p1k_00387,hot_tale__42c_ale3_30c__1,HOT ALE,hot_tale,42c_ale3_30c,1,Escherichia coli 42C.3.120.1,MG1655,Batch,Endpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.61943,Clonal,,p1k_00001,p1k_00002,HiSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/hot_tale/PAL013_S43_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/PAL013_S43_L004_R2_001.fastq.gz,Ke Chen,Ke Chen,True,True,True,True,hot_tale:42c_ale3_30c,True,True,9/27/18,2,,,,,,
p1k_00388,hot_tale__42c_ale3_30c__2,HOT ALE,hot_tale,42c_ale3_30c,2,Escherichia coli 42C.3.120.1,MG1655,Batch,Endpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.610159,Clonal,,p1k_00001,p1k_00002,HiSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/hot_tale/PAL014_S44_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/PAL014_S44_L004_R2_001.fastq.gz,Ke Chen,Ke Chen,True,True,True,True,hot_tale:42c_ale3_30c,True,True,9/27/18,2,,,,,,
p1k_00389,hot_tale__42c_ale3_37c__1,HOT ALE,hot_tale,42c_ale3_37c,1,Escherichia coli 42C.3.120.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.957325,Clonal,,p1k_00001,p1k_00002,HiSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/hot_tale/ALE_HRS_42C_A3_R1_37C_S41_L008_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/ALE_HRS_42C_A3_R1_37C_S41_L008_R2_001.fastq.gz,Ke Chen,Ke Chen,True,True,True,True,hot_tale:42c_ale3_37c,True,True,9/27/18,2,,,,,,
p1k_00390,hot_tale__42c_ale3_37c__2,HOT ALE,hot_tale,42c_ale3_37c,2,Escherichia coli 42C.3.120.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.958287,Clonal,,p1k_00001,p1k_00002,HiSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/hot_tale/ALE_HRS_42C_A3_R2_37C_S42_L008_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/ALE_HRS_42C_A3_R2_37C_S42_L008_R2_001.fastq.gz,Ke Chen,Ke Chen,True,True,True,True,hot_tale:42c_ale3_37c,True,True,9/27/18,2,,,,,,
p1k_00391,hot_tale__42c_ale3_44c__1,HOT ALE,hot_tale,42c_ale3_44c,1,Escherichia coli 42C.3.120.1,MG1655,Batch,Endpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.558411,Clonal,,p1k_00001,p1k_00002,HiSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/hot_tale/PAL013_S40_L002_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/PAL013_S40_L002_R2_001.fastq.gz,Ke Chen,Ke Chen,True,True,True,True,hot_tale:42c_ale3_44c,True,True,10/17/18,2,,,,,,
p1k_00392,hot_tale__42c_ale3_44c__2,HOT ALE,hot_tale,42c_ale3_44c,2,Escherichia coli 42C.3.120.1,MG1655,Batch,Endpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.571729,Clonal,,p1k_00001,p1k_00002,HiSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/hot_tale/PAL014_S41_L002_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/PAL014_S41_L002_R2_001.fastq.gz,Ke Chen,Ke Chen,True,True,True,True,hot_tale:42c_ale3_44c,True,True,10/17/18,2,,,,,,
p1k_00393,hot_tale__hot_ale3_mid_30c__1,HOT ALE,hot_tale,hot_ale3_mid_30c,1,Escherichia coli HOT_mutL.3.181.1,MG1655,Batch,Midpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.43315,Clonal,,p1k_00001,p1k_00002,HiSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/hot_tale/PAL015_S45_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/PAL015_S45_L004_R2_001.fastq.gz,Ke Chen,Ke Chen,True,True,True,True,hot_tale:hot_ale3_mid_30c,True,True,9/27/18,2,,,,,,
p1k_00394,hot_tale__hot_ale3_mid_30c__2,HOT ALE,hot_tale,hot_ale3_mid_30c,2,Escherichia coli HOT_mutL.3.181.1,MG1655,Batch,Midpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.423586,Clonal,,p1k_00001,p1k_00002,HiSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/hot_tale/PAL016_S46_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/PAL016_S46_L004_R2_001.fastq.gz,Ke Chen,Ke Chen,True,True,True,True,hot_tale:hot_ale3_mid_30c,True,True,9/27/18,2,,,,,,
p1k_00395,hot_tale__hot_ale3_mid_37c__1,HOT ALE,hot_tale,hot_ale3_mid_37c,1,Escherichia coli HOT_mutL.3.181.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.846304,Clonal,,p1k_00001,p1k_00002,HiSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/hot_tale/ALE_HRS_A3_F181_R1_37C_S43_L008_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/ALE_HRS_A3_F181_R1_37C_S43_L008_R2_001.fastq.gz,Ke Chen,Ke Chen,True,True,True,True,hot_tale:hot_ale3_mid_37c,True,True,9/27/18,2,,,,,,
p1k_00396,hot_tale__hot_ale3_mid_37c__2,HOT ALE,hot_tale,hot_ale3_mid_37c,2,Escherichia coli HOT_mutL.3.181.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.833011,Clonal,,p1k_00001,p1k_00002,HiSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/hot_tale/ALE_HRS_A3_F181_R2_37C_S44_L008_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/ALE_HRS_A3_F181_R2_37C_S44_L008_R2_001.fastq.gz,Ke Chen,Ke Chen,True,True,True,True,hot_tale:hot_ale3_mid_37c,True,True,9/27/18,2,,,,,,
p1k_00397,hot_tale__hot_ale3_mid_44c__1,HOT ALE,hot_tale,hot_ale3_mid_44c,1,Escherichia coli HOT_mutL.3.181.1,MG1655,Batch,Midpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.66749,Clonal,,p1k_00001,p1k_00002,HiSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/hot_tale/PAL031_S61_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/PAL031_S61_L004_R2_001.fastq.gz,Ke Chen,Ke Chen,True,False,True,True,hot_tale:hot_ale3_mid_44c,True,True,9/27/18,2,,,,,,
p1k_00398,hot_tale__hot_ale3_mid_44c__2,HOT ALE,hot_tale,hot_ale3_mid_44c,2,Escherichia coli HOT_mutL.3.181.1,MG1655,Batch,Midpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.686846,Clonal,,p1k_00001,p1k_00002,HiSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/hot_tale/PAL032_S62_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/PAL032_S62_L004_R2_001.fastq.gz,Ke Chen,Ke Chen,True,True,True,True,hot_tale:hot_ale3_mid_44c,True,True,9/27/18,2,,,,,,
p1k_00399,hot_tale__hot_ale3_30c__1,HOT ALE,hot_tale,hot_ale3_30c,1,Escherichia coli HOT_mutL.3.228.1,MG1655,Batch,Endpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.395072,Clonal,,p1k_00001,p1k_00002,HiSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/hot_tale/PAL017_S47_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/PAL017_S47_L004_R2_001.fastq.gz,Ke Chen,Ke Chen,True,True,True,True,hot_tale:hot_ale3_30c,True,True,9/27/18,2,,,,,,
p1k_00400,hot_tale__hot_ale3_30c__2,HOT ALE,hot_tale,hot_ale3_30c,2,Escherichia coli HOT_mutL.3.228.1,MG1655,Batch,Endpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.405645,Clonal,,p1k_00001,p1k_00002,HiSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/hot_tale/PAL018_S48_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/PAL018_S48_L004_R2_001.fastq.gz,Ke Chen,Ke Chen,True,True,True,True,hot_tale:hot_ale3_30c,True,True,9/27/18,2,,,,,,
p1k_00401,hot_tale__hot_ale3_37c__1,HOT ALE,hot_tale,hot_ale3_37c,1,Escherichia coli HOT_mutL.3.228.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.847425,Clonal,,p1k_00001,p1k_00002,HiSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/hot_tale/ALE_HRS_A3_F228_R1_37C_S45_L008_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/ALE_HRS_A3_F228_R1_37C_S45_L008_R2_001.fastq.gz,Ke Chen,Ke Chen,True,True,True,True,hot_tale:hot_ale3_37c,True,True,9/27/18,2,,,,,,
p1k_00402,hot_tale__hot_ale3_37c__2,HOT ALE,hot_tale,hot_ale3_37c,2,Escherichia coli HOT_mutL.3.228.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.818568,Clonal,,p1k_00001,p1k_00002,HiSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/hot_tale/ALE_HRS_A3_F228_R2_37C_S46_L008_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/ALE_HRS_A3_F228_R2_37C_S46_L008_R2_001.fastq.gz,Ke Chen,Ke Chen,True,True,True,True,hot_tale:hot_ale3_37c,True,True,9/27/18,2,,,,,,
p1k_00403,hot_tale__hot_ale3_44c__1,HOT ALE,hot_tale,hot_ale3_44c,1,Escherichia coli HOT_mutL.3.228.1,MG1655,Batch,Endpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.694697,Clonal,,p1k_00001,p1k_00002,HiSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/hot_tale/PAL033_S63_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/PAL033_S63_L004_R2_001.fastq.gz,Ke Chen,Ke Chen,True,True,True,True,hot_tale:hot_ale3_44c,True,True,9/27/18,2,,,,,,
p1k_00404,hot_tale__hot_ale3_44c__2,HOT ALE,hot_tale,hot_ale3_44c,2,Escherichia coli HOT_mutL.3.228.1,MG1655,Batch,Endpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.686675,Clonal,,p1k_00001,p1k_00002,HiSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/hot_tale/PAL034_S64_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/PAL034_S64_L004_R2_001.fastq.gz,Ke Chen,Ke Chen,True,True,True,True,hot_tale:hot_ale3_44c,True,True,9/27/18,2,,,,,,
p1k_00405,hot_tale__hot_ale4_30c__1,HOT ALE,hot_tale,hot_ale4_30c,1,Escherichia coli HOT_mutL.4.244.1,MG1655,Batch,Endpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.673874,Clonal,,p1k_00001,p1k_00002,HiSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/hot_tale/PAL019_S49_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/PAL019_S49_L004_R2_001.fastq.gz,Ke Chen,Ke Chen,True,True,True,True,hot_tale:hot_ale4_30c,True,True,9/27/18,2,,,,,,
p1k_00406,hot_tale__hot_ale4_30c__2,HOT ALE,hot_tale,hot_ale4_30c,2,Escherichia coli HOT_mutL.4.244.1,MG1655,Batch,Endpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.67467,Clonal,,p1k_00001,p1k_00002,HiSeq,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/hot_tale/PAL020_S50_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/PAL020_S50_L004_R2_001.fastq.gz,Ke Chen,Ke Chen,True,True,True,True,hot_tale:hot_ale4_30c,True,True,9/27/18,2,,,,,,
